ZIP_CODE,POPULATION
4609,5222.0
4611,508.0
4612,589.0
4613,183.0
4614,2579.0
4616,824.0
4617,811.0
4619,3121.0
4622,1412.0
4623,1054.0
4624,184.0
4625,47.0
4626,507.0
4627,1636.0
4628,703.0
4629,107.0
4630,1398.0
4631,1331.0
4634,1923.0
4635,61.0
4637,136.0
4640,2261.0
4642,123.0
4643,1018.0
4644,13.0
4645,73.0
4646,94.0
4648,580.0
4649,1370.0
4650,235.0
4652,1690.0
4653,490.0
4654,3424.0
4655,1119.0
4657,363.0
4658,1353.0
4660,1309.0
4662,488.0
4664,1238.0
4666,1172.0
4667,1638.0
4668,1680.0
4669,204.0
4671,576.0
4673,112.0
4674,484.0
4675,253.0
4676,1088.0
4677,274.0
4679,1767.0
4680,1131.0
4681,1043.0
4683,104.0
4684,1466.0
4685,332.0
4686,114.0
4691,441.0
4693,516.0
4694,2376.0
4730,9992.0
4732,1670.0
4733,221.0
4734,800.0
4735,617.0
4736,9876.0
4739,1112.0
4740,1287.0
4741,3.0
4742,3496.0
4743,4676.0
4745,1082.0
4746,470.0
4747,1337.0
4750,2603.0
4756,3344.0
4757,2870.0
4758,1498.0
4760,795.0
4761,529.0
4762,602.0
4763,726.0
4764,66.0
4765,1262.0
4766,386.0
4768,400.0
4769,9692.0
4772,762.0
4773,723.0
4774,730.0
4776,925.0
4777,422.0
4779,398.0
4780,808.0
4781,560.0
4783,426.0
4785,2504.0
4786,1970.0
4787,544.0
4841,7297.0
4843,4851.0
4847,1536.0
4848,566.0
4849,3684.0
4851,75.0
4852,69.0
4853,354.0
4854,1580.0
4855,307.0
4856,3330.0
4858,1533.0
4859,724.0
4860,1591.0
4861,2781.0
4862,3592.0
4863,1165.0
4864,4751.0
4901,26248.0
4910,2041.0
4911,2136.0
4912,1048.0
4915,8806.0
4917,2849.0
4918,349.0
4920,1713.0
4921,1593.0
4922,1164.0
4923,482.0
4924,2275.0
4925,75.0
4926,52.0
4927,3486.0
4928,2198.0
4929,837.0
4930,4295.0
4932,1181.0
4933,65.0
4936,261.0
4937,6645.0
4938,9869.0
4939,1105.0
4940,118.0
4941,1751.0
4942,1326.0
4943,1792.0
4944,42.0
4945,1242.0
4947,1852.0
4949,913.0
4950,4855.0
4951,906.0
4952,1829.0
4953,3228.0
4955,1362.0
4956,760.0
4957,4265.0
4958,1954.0
4961,972.0
4962,125.0
4963,7238.0
4964,221.0
4965,1976.0
4966,1682.0
4967,4230.0
4969,1362.0
4970,1620.0
4971,2005.0
4973,1389.0
4974,2611.0
4975,48.0
4976,9903.0
4978,799.0
4979,1064.0
4981,2316.0
4982,630.0
4983,1752.0
4984,523.0
4985,114.0
4986,1721.0
4987,1030.0
4988,2134.0
4989,4215.0
4992,103.0
5001,9123.0
5031,218.0
5032,2664.0
5033,2744.0
5034,310.0
5035,638.0
5036,1037.0
5037,560.0
5038,1230.0
5039,1110.0
5040,471.0
5041,354.0
5042,605.0
5043,937.0
5045,1758.0
5046,1139.0
5048,2429.0
5050,146.0
5051,1549.0
5052,348.0
5053,332.0
5055,3363.0
5056,567.0
5058,346.0
5059,874.0
5060,4415.0
5061,1679.0
5062,702.0
5065,1064.0
5067,258.0
5068,3125.0
5069,555.0
5070,484.0
5071,324.0
5072,526.0
5075,1113.0
5076,412.0
5077,1215.0
5079,730.0
5081,550.0
5083,151.0
5084,140.0
5086,793.0
5089,4979.0
5091,3288.0
5101,4643.0
5141,112.0
5142,680.0
5143,4343.0
5146,750.0
5148,1140.0
5149,2092.0
5150,831.0
5151,1553.0
5152,448.0
5153,687.0
5154,661.0
5155,828.0
5156,9226.0
5158,1049.0
5161,552.0
5201,14851.0
5250,3408.0
5251,1350.0
5252,274.0
5253,685.0
5254,273.0
5255,4121.0
5257,2718.0
5260,459.0
5261,2738.0
5262,2547.0
5301,16820.0
5340,763.0
5341,407.0
5342,581.0
5343,917.0
5345,2119.0
5346,5184.0
5350,763.0
5352,824.0
5353,1072.0
5354,2210.0
5355,813.0
5356,717.0
5358,148.0
5359,594.0
5360,251.0
5361,947.0
5362,127.0
5363,2021.0
5401,28185.0
5403,17593.0
5404,7240.0
5405,4406.0
5408,10114.0
5439,1734.0
5440,1998.0
5441,958.0
5442,339.0
5443,6656.0
5444,1714.0
5445,3754.0
5446,15373.0
5447,79.0
5448,1134.0
5450,4977.0
5452,19710.0
5454,4447.0
5455,1080.0
5456,1277.0
5457,1617.0
5458,2044.0
5459,2156.0
5461,4542.0
5462,1938.0
5463,471.0
5464,3008.0
5465,5355.0
5468,12942.0
5471,896.0
5472,1643.0
5473,1413.0
5474,803.0
5476,3183.0
5477,4397.0
5478,14449.0
5481,0.0
5482,7198.0
5483,1303.0
5485,93.0
5486,1654.0
5487,1498.0
5488,7690.0
5489,3174.0
5491,5909.0
5492,682.0
5494,1767.0
5495,9341.0
5602,11916.0
5640,161.0
5641,17169.0
5647,1141.0
5648,423.0
5649,574.0
5650,1123.0
5651,1546.0
5652,776.0
5653,547.0
5654,970.0
5655,2868.0
5656,3508.0
5657,56.0
5658,1402.0
5660,1660.0
5661,5620.0
5663,6773.0
5664,80.0
5667,2166.0
5669,634.0
5672,4314.0
5673,2574.0
5674,1705.0
5675,1064.0
5676,4984.0
5677,2232.0
5678,163.0
5679,3296.0
5680,2168.0
5681,458.0
5682,1251.0
5701,20802.0
5730,302.0
5732,708.0
5733,5895.0
5734,1306.0
5735,4402.0
5736,684.0
5737,875.0
5738,1072.0
5739,1407.0
5740,25.0
5742,597.0
5743,4330.0
5744,533.0
5747,280.0
5748,323.0
5751,811.0
5753,10491.0
5757,832.0
5758,784.0
5759,1827.0
5760,1123.0
5761,1000.0
5762,542.0
5763,2747.0
5764,3452.0
5765,1803.0
5766,572.0
5767,1143.0
5769,1216.0
5770,1136.0
5772,713.0
5773,2136.0
5774,1129.0
5775,623.0
5776,714.0
5777,3420.0
5778,733.0
5819,9444.0
5820,662.0
5821,1269.0
5822,1873.0
5824,1139.0
5825,191.0
5826,983.0
5827,309.0
5828,1928.0
5829,2003.0
5830,1502.0
5832,982.0
5833,273.0
5836,1068.0
5837,353.0
5839,775.0
5841,425.0
5842,522.0
5843,2556.0
5845,1096.0
5846,1252.0
5847,879.0
5850,231.0
5851,6528.0
5853,711.0
5855,7170.0
5857,1540.0
5858,368.0
5859,1819.0
5860,2557.0
5862,356.0
5866,732.0
5867,899.0
5868,364.0
5871,1638.0
5872,789.0
5873,675.0
5874,505.0
5875,454.0
5901,20.0
5902,188.0
5903,868.0
5904,267.0
5905,827.0
5906,1178.0
5907,177.0
6001,18385.0
6002,20486.0
6010,60448.0
6013,9326.0
6016,6226.0
6018,2865.0
6019,10129.0
6020,0.0
6021,314.0
6022,163.0
6023,1296.0
6024,647.0
6026,5117.0
6027,1492.0
6029,15547.0
6031,1287.0
6032,17675.0
6033,28762.0
6035,7513.0
6037,18565.0
6039,1942.0
6040,35306.0
6042,22942.0
6043,4986.0
6051,30519.0
6052,7858.0
6053,34863.0
6057,6707.0
6058,1787.0
6059,0.0
6060,2581.0
6061,169.0
6062,17715.0
6063,3285.0
6065,882.0
6066,29219.0
6067,19709.0
6068,1612.0
6069,2535.0
6070,15104.0
6071,11645.0
6073,5651.0
6074,25705.0
6076,12659.0
6078,12413.0
6081,1381.0
6082,44654.0
6084,15067.0
6085,7276.0
6088,4936.0
6089,2813.0
6090,1232.0
6091,140.0
6092,4203.0
6093,3322.0
6095,29079.0
6096,12498.0
6098,12426.0
6103,1410.0
6105,19392.0
6106,39902.0
6107,18786.0
6108,24307.0
6109,26668.0
6110,12650.0
6111,30562.0
6112,22879.0
6114,27449.0
6117,17267.0
6118,26956.0
6119,15474.0
6120,12887.0
6160,0.0
6226,20114.0
6231,4083.0
6232,3297.0
6234,8244.0
6235,2257.0
6237,5492.0
6238,12428.0
6239,11183.0
6241,6650.0
6242,1408.0
6243,60.0
6247,2841.0
6248,5603.0
6249,7308.0
6250,4821.0
6254,1922.0
6255,4744.0
6256,2154.0
6259,4498.0
6260,9510.0
6262,586.0
6263,345.0
6264,166.0
6266,495.0
6268,11481.0
6269,9844.0
6277,4140.0
6278,4454.0
6279,6041.0
6280,3162.0
6281,6930.0
6282,1096.0
6320,27617.0
6330,3282.0
6331,5137.0
6332,258.0
6333,6607.0
6334,2592.0
6335,6729.0
6336,84.0
6339,8302.0
6340,31242.0
6350,67.0
6351,16301.0
6353,162.0
6354,6141.0
6355,12985.0
6357,12552.0
6359,5313.0
6360,37541.0
6365,4720.0
6370,7429.0
6371,9952.0
6373,345.0
6374,8373.0
6375,3660.0
6376,57.0
6377,2962.0
6378,5399.0
6379,9038.0
6380,2862.0
6382,11947.0
6384,2672.0
6385,15893.0
6387,213.0
6389,41.0
6390,236.0
6401,19237.0
6403,6033.0
6405,27860.0
6409,693.0
6410,29161.0
6412,3994.0
6413,13235.0
6414,214.0
6415,16857.0
6416,14005.0
6417,4629.0
6418,12914.0
6419,6525.0
6420,4182.0
6422,7388.0
6423,5097.0
6424,12808.0
6426,3245.0
6437,22375.0
6438,2550.0
6441,5438.0
6442,2745.0
6443,18269.0
6444,370.0
6447,6404.0
6450,36493.0
6451,24419.0
6455,3148.0
6456,295.0
6457,47648.0
6460,38207.0
6461,14552.0
6467,157.0
6468,19479.0
6469,3209.0
6470,16003.0
6471,7720.0
6472,6853.0
6473,24388.0
6475,10242.0
6477,13956.0
6478,12683.0
6479,10431.0
6480,9508.0
6481,1277.0
6482,11557.0
6483,16540.0
6484,39559.0
6488,19904.0
6489,32067.0
6492,45241.0
6498,6963.0
6510,2737.0
6511,53600.0
6512,29861.0
6513,38978.0
6514,26265.0
6515,17141.0
6516,55564.0
6517,14853.0
6518,19848.0
6519,16428.0
6524,5563.0
6525,8990.0
6604,30313.0
6605,23397.0
6606,46236.0
6607,7843.0
6608,13671.0
6610,22735.0
6611,36091.0
6612,7453.0
6614,32929.0
6615,18453.0
6702,3654.0
6704,25139.0
6705,27122.0
6706,14324.0
6708,29418.0
6710,10715.0
6712,9376.0
6716,16680.0
6750,1446.0
6751,3577.0
6752,1735.0
6754,1699.0
6755,1133.0
6756,2853.0
6757,2258.0
6758,354.0
6759,5720.0
6762,7561.0
6763,2033.0
6770,31975.0
6776,26889.0
6777,1733.0
6778,1378.0
6779,8324.0
6782,2376.0
6783,2228.0
6784,3689.0
6785,686.0
6786,9867.0
6787,7975.0
6790,36482.0
6791,5666.0
